show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80208910,TV Show,Unnatural Selection,,,United States,"October 18, 2019",2019,TV-MA,1 Season,"Docuseries, Science & Nature TV","From eradicating disease to selecting a child’s traits, gene editing gives humans the chance to hack biology. Meet the real people behind the science."
81172902,Movie,Up North,Tope Oshin,"Banky Wellington, Rahama Sadau, Kanayo O. Kanayo, Ibrahim Suleiman, Michelle Dede, Adesua Etomi, Hilda Dokubo, Akin Lewis",Nigeria,"October 18, 2019",2018,TV-14,99 min,"Dramas, International Movies",A pampered heir must complete a year of service work to inherit his dad's assets but unearths new goals when he's placed in an unfamiliar region.
80998890,Movie,Upstarts,Udai Singh Pawar,"Priyanshu Painyuli, Chandrachoor Rai, Shadab Kamal, Rajeev Siddhartha, Sheetal Thakur, Ninad Kamat, Swati Semwal, Eijaz Khan",India,"October 18, 2019",2019,TV-14,112 min,"Comedies, Dramas, International Movies","Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray."
81047903,Movie,Verses of Love 2,Guntur Soeharjanto,"Fedi Nuril, Tatjana Saphira, Dewi Sandra, Chelsea Islan, Nur Fazura, Pandji Pragiwaksono, Arie Untung, Bront Palarae, Dewi Irawan",Indonesia,"October 18, 2019",2017,TV-14,127 min,"Dramas, Faith & Spirituality, International Movies","Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?"
81026343,Movie,Mr. Chandramouli,Thiru,"Karthik, Gautam Karthik, Regina Cassandra, Varalakshmi Sarathkumar, Santhosh Prathap, Mime Gopi, J. Mahendran, Viji Chandrasekhar",India,"October 18, 2018",2018,TV-MA,131 min,"Dramas, International Movies, Thrillers","When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge."
80208635,Movie,El Viaje: Márama y Rombai,Federico Lemos,,,"October 18, 2017",2016,TV-PG,79 min,"Children & Family Movies, Documentaries, International Movies",Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.
70125931,Movie,The Karate Kid,Harald Zwart,"Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han, Yu Rongguang, Zhensu Wu, Zhiheng Wang, Zhenwei Wang, Shijia Lü, Yi Zhao","United States, China","October 17, 2019",2010,PG,140 min,"Children & Family Movies, Dramas","After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic."
80222326,TV Show,THE UNLISTED,,"Vrund Rao, Ved Rao, Abigail Adriano, Miah Madden, Jean Hinchliffe, Nya Cofie, Saba Zaidi Abdi, Nicholas Brown, Virginie Laverdure, Avishma Lohith, Zenia Starr, Suzi Dougherty, Aria Ferris, Danny Kim, Annabel Wolfe",Australia,"October 17, 2019",2019,TV-PG,1 Season,"Kids' TV, TV Thrillers","When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world."
70235768,Movie,My Babysitter's a Vampire: The Movie,Bruce McDonald,"Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Joe Dinicol, Ella Jonas Farlinger, Ari Cohen, Laura de Carteret, Hrant Alianak",Canada,"October 17, 2018",2010,TV-PG,80 min,"Children & Family Movies, Comedies","When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah."
80177406,Movie,Patton Oswalt: Annihilation,Bobcat Goldthwait,Patton Oswalt,United States,"October 17, 2017",2017,TV-MA,66 min,Stand-Up Comedy,"By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy."
81077044,TV Show,Another Miss Oh,,"Seo Hyun-jin, Eric Moon, Jeon Hye-bin, Ye Ji-won, Kim Ji-seok, Lee Jae-yoon, Lee Han-wi, Kim Mee-kyeong, Oh Man-seok, Lee Pil-mo",South Korea,"October 16, 2019",2016,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name."
81081656,Movie,Ghosts of Sugar Land,Bassam Tariq,,United States,"October 16, 2019",2019,TV-MA,22 min,Documentaries,"Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate."
81187847,Movie,League of Legends Origins,Leslie Iwerks,,United States,"October 16, 2019",2019,TV-MA,78 min,Documentaries,"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan."
81053240,Movie,Park Na-rae: Glamour Warning,Kim Joo-hyung,Park Na-rae,South Korea,"October 16, 2019",2019,TV-MA,63 min,Stand-Up Comedy,"Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before."
81167011,TV Show,Second 20s,,"Choi Ji-woo, Lee Sang-yun, Choi Won-young, Kim Min-jae, Son Na-eun, Jung Soo-young, Choi Yoon-so, Park Hyo-ju",South Korea,"October 16, 2019",2015,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows","Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love."
80043834,Movie,Sinister 2,Ciarán Foy,"Shannyn Sossamon, John Beasley, James Ransone, Tate Ellington, Robert Daniel Sloan, Dartanian Sloan, Lucas Jade Zumann, Lea Coco","United States, United Kingdom","October 16, 2019",2015,R,97 min,Horror Movies,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children."
81157840,Movie,The Game Changers,Louie Psihoyos,"Arnold Schwarzenegger, Lewis Hamilton, James Wilks, Patrik Baboumian, Scott Jurek, Nimai Delgado, Morgan Mitchell, Rip Esselstyn, Dotsie Bausch, Damien Mander, Michael Thomas, Dr. Dean Ornish, David Goldman",United States,"October 16, 2019",2018,TV-MA,86 min,"Documentaries, Sports Movies","Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win."
80244900,Movie,"Ron White: If You Quit Listening, I'll Shut Up",Tom Forrest,Ron White,United States,"October 16, 2018",2018,TV-MA,63 min,Stand-Up Comedy,"Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese."
80211134,Movie,Baadshaho,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Vidyut Jamwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone, Sharad Kelkar, Priyanshu Chatterjee, Denzil Smith",India,"October 16, 2017",2017,TV-14,135 min,"Action & Adventure, International Movies","In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures."
70271601,Movie,Closed Circuit,John Crowley,"Eric Bana, Rebecca Hall, Ciarán Hinds, Riz Ahmed, Anne-Marie Duff, Kenneth Cranham, Julia Stiles, Jim Broadbent, Denis Moschitto, Barbora Bobulova, Jemma Powell","United Kingdom, United States","October 16, 2017",2013,R,96 min,"Dramas, Thrillers","Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist."
80136786,TV Show,Footprints in the Sand,,"Yenn Teoh, Leslie Chai, Elvis Chin, Candy Ice, Jacky Kam, Jordan Voon, Alvin Wong",United States,"October 16, 2017",2011,TV-14,1 Season,"International TV Shows, TV Dramas","Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations."
80136788,TV Show,In Laws,,"Kelvin Leong, Remon Lim, Loo Aye Keng, Lawrence Wong, Frederick Lee, Danielle Dai, Joey Leong",,"October 16, 2017",2016,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Once domineered by her own mother, a well-meaning matriarch has trouble being lax with her children, especially when her daughter-in-law moves in."
80136787,TV Show,La Femme,,"Zoe Tay, Ann Kok, Tiffany Leong, Tay Ping Hui, Yao Wenlong, Shaun Chen, Paige Chua, Nat Ho, Desmond Sim",,"October 16, 2017",2016,TV-14,1 Season,"International TV Shows, TV Dramas","Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse."
80136454,TV Show,Laws of Attraction,,"Wayne Chua, Frederick Lee, Steve Yap, Tiffany Leong, Aenie Wong, Kyo Chen, Angie Seow",,"October 16, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Four couples – a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views – weather ups and downs."
80204433,Movie,Lucknow Central,Ranjit Tiwari,"Farhan Akhtar, Diana Penty, Ronit Roy, Gippy Grewal, Deepak Dobriyal, Inaamulhaq, Rajesh Sharma",India,"October 16, 2017",2017,TV-14,144 min,"Dramas, International Movies, Music & Musicals","After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band."
80089199,Movie,A Family Affair,Tom Fassaert,Tom Fassaert,"Netherlands, Denmark, South Africa","October 16, 2016",2015,TV-PG,111 min,"Documentaries, International Movies",The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.
80043049,Movie,Anthony Jeselnik: Thoughts and Prayers,Adam Dubin,Anthony Jeselnik,United States,"October 16, 2015",2015,TV-MA,59 min,Stand-Up Comedy,There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.
80044545,Movie,Beasts of No Nation,Cary Joji Fukunaga,"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple",United States,"October 16, 2015",2015,NR,137 min,"Dramas, Independent Movies","When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier."
80070182,Movie,Circle,"Aaron Hann, Mario Miscione","Julie Benz, Mercy Malick, Carter Jenkins, Molly Jackson, Michael Nardelli, Sara Sanderson, Kevin Sheridan, Cesar Garcia, Lisa Pelikan, Zachary James Rukavina, Lawrence Kao, Jordi Vilasuso, Kaiwi Lyman-Mersereau, Michael McLafferty, Allegra Masters, Autumn Federici, John Edward Lee, Matt Corboy",United States,"October 16, 2015",2015,NR,86 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared."
80176234,TV Show,Black Money Love,Ahmet Katıksız,"Güler Ökten, Hazal Türesan, İlkin Tüfekçi, Bedia Ener, Erkan Can, Öykü Karayel, Emre Kızılırmak, Bestemsu Özdemir, Engin Akyürek, Burak Tamdoğan, Saygın Soysal, Tuba Büyüküstün, Ali Yörenç, Ahmet Tansu Taşanlar, Elif İnci",Turkey,"October 15, 2019",2014,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong."
80992769,Movie,Dark Crimes,Alexandros Avranas,"Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Agata Kulesza, Kati Outinen, Zbigniew Zamachowski, Danuta Kowalska, Vlad Ivanov, Robert Więckiewicz, Piotr Głowacki","United Kingdom, Poland, United States","October 15, 2019",2016,R,93 min,"Dramas, Thrillers",A detective on a cold murder case discovers that a famous writer’s latest novel contains details chillingly similar to the crime he’s investigating.
81191228,Movie,Homeland,Anindya Chatterjee,"Parambrata Chatterjee, Ani Hovhannisyan, Jonathan Dumontier, Varzu, Sylvie de Neef, Prakashchandra Roy, Nicolas Pierson, Anahit Simonyan",,"October 15, 2019",2019,TV-PG,73 min,"Dramas, Independent Movies, International Movies","Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself."
81154549,TV Show,Magical Andes,,,,"October 15, 2019",2019,TV-G,1 Season,"Docuseries, International TV Shows, Science & Nature TV","From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains."
81192594,TV Show,Power Rangers Beast Morphers,,"Rorrie D. Travis, Jazz Baduwalia, Jacqueline Scislowski, Abraham Rodríguez, Teuila Blakely, Kristina Ho, Cosme Flores, Kevin Copeland",United States,"October 15, 2019",2019,TV-Y7-FV,1 Season,Kids' TV,A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.
81006356,TV Show,Devlok with Devdutt Pattanaik,,"Rasika Dugal, Devdutt Pattanaik",India,"October 15, 2018",2017,TV-PG,1 Season,International TV Shows,"Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy."
81025935,Movie,Meghnadbodh Rohoshyo,Anik Datta,"Barun Chanda, Sabyasachi Chakraborty",India,"October 15, 2018",2017,TV-14,150 min,"Dramas, International Movies","A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic."
81020508,Movie,Sanju,Rajkumar Hirani,"Ranbir Kapoor, Vicky Kaushal, Paresh Rawal, Sonam Kapoor, Dia Mirza, Jim Sarbh, Anushka Sharma, Manisha Koirala, Boman Irani",India,"October 15, 2018",2018,TV-MA,159 min,"Dramas, International Movies","From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt."
80241004,TV Show,Stunt Science,,,United Kingdom,"October 15, 2018",2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV","When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers."
80201824,Movie,A Scandall,Ishaan Trivedi,"Johnny Baweja, Reeth Mazumder, Manav Kaul, Tanvi Vyas, Puru Chibber, Vasundhara Kaul, Aayam Mehta, Niraj Sah",India,"October 15, 2017",2016,TV-MA,108 min,"International Movies, Thrillers","A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter."
80203782,Movie,Aisa Yeh Jahaan,Biswajeet Bora,"Palash Sen, Ira Dubey, Yashpal Sharma, Tinnu Anand, Prisha Dabbas, Kymsleen Kholie, Satish Sharma",India,"October 15, 2017",2015,TV-14,127 min,"Dramas, Independent Movies, International Movies","During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature."
